Марка;Ссылка;Цена в долларах;Цена в гривнах;Город
Renault Logan 2020Zen New 1.5d MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1840677.html;14 491 $;392 532 грн;Киев
Renault Koleos 2019Limited Intense 2.0D CVT (177 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-koleos-1813003.html;32 486 $;880 000 грн;Запорожье
Renault Koleos 2020Intense 2.0D CVT (177 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-koleos-1840574.html;35 634 $;965 271 грн;Киев
Renault Megane 2020Zen New 1.5D AТ (110 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1840466.html;21 489 $;582 100 грн;Киев
Renault Sandero StepWay 2020Ultramarine 1.5DСi 5МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-stepway-1841081.html;15 330 $;415 273 грн;Киев
Renault Sandero 2020Life+ 0.9TCe 5РКП (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1840463.html;13 098 $;354 800 грн;Запорожье
Renault Sandero StepWay 2020Zen 1.5DСi 5МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-stepway-1840165.html;14 705 $;398 325 грн;Киев
Renault Sandero StepWay 2020Life+ 1.5DСi 5МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-stepway-1836943.html;14 279 $;386 800 грн;Запорожье
Renault Kadjar 2020Life 1.2 TCe 6MT (130 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1836846.html;17 867 $;484 000 грн;Киев
Renault Kadjar 2020Intense 1.5 DCi EDC6 (110 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1840056.html;25 952 $;703 000 грн;Киев
Renault Kadjar 2020Life 1.2 TCe 6MT (130 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1838335.html;19 433 $;526 400 грн;Запорожье
Renault Kadjar 2020Zen 1.5 DCi EDC6 (110 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1840167.html;24 168 $;654 669 грн;Киев
Renault Duster 2020Life 1.5 D MT (110 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1840485.html;21 268 $;576 127 грн;Киев
Renault Koleos 2020Intense 2.0D CVT (177 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-koleos-1841082.html;35 634 $;965 271 грн;Киев
Renault Master пасс. 2019base;https://auto.ria.com/newauto/auto-renault-master-pass-1838521.html;64 604 $;1 750 000 грн;Киев
Renault Duster 2020Base 1.6 MT (115 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1826928.html;12 732 $;344 900 грн;Киев
Renault Logan 2020Zen New 1.5d MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826907.html;12 496 $;338 500 грн;Киев
Renault Sandero 2020Life+ 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1826901.html;9 967 $;270 000 грн;Киев
Renault Kadjar 2020Zen 1.5 DCi MT6 (110 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1826977.html;20 082 $;544 000 грн;Киев
Renault Sandero 2020Zen 1.5DCi 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1826906.html;12 134 $;328 700 грн;Киев
Renault Logan 2020Zen New 0.9 MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826927.html;11 407 $;309 000 грн;Киев
Renault Dokker пасс. 2020Expression 1.6 МТ (84 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-pass-1827012.html;14 058 $;380 800 грн;Киев
Renault Kadjar 2020Life 1.2 TCe 6MT (130 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1826974.html;16 830 $;455 900 грн;Киев
Renault Logan 2020Life+ New 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826923.html;10 333 $;279 900 грн;Киев
Renault Logan 2020Base New 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827091.html;11 736 $;317 900 грн;Киев
Renault Sandero 2020Life+ 0.9TCe 5РКП (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1827153.html;12 588 $;341 000 грн;Киев
Renault Sandero 2020Zen 0.9TCe 5РКП (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1827154.html;13 131 $;355 700 грн;Киев
Renault Dokker груз. 2020Authentique 1.6 MT (84 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-gruz-1826947.html;11 488 $;311 200 грн;Киев
Renault Dokker груз. 2020Acces 1.6 MT (84 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-gruz-1827005.html;10 654 $;288 600 грн;Киев
Renault Sandero 2020Life+ 1.5DCi 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1826905.html;11 588 $;313 900 грн;Киев
Renault Logan 2020Life+ New 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1833828.html;11 282 $;305 600 грн;Киев
Renault Logan 2020Life+ New 0.9 TCe 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826892.html;12 315 $;333 600 грн;Киев
Renault Sandero 2020Zen 0.9TCe 5РКП (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1826904.html;12 024 $;325 700 грн;Киев
Renault Logan 2020Life+ New 0.9 MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826926.html;10 861 $;294 200 грн;Киев
Renault Duster 2020Life 1.6 MT (115 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1826986.html;14 017 $;379 700 грн;Киев
Renault Logan 2020Base New 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827029.html;10 628 $;287 900 грн;Киев
Renault Sandero 2020Life+ 0.9TCe 5РКП (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1826903.html;11 481 $;311 000 грн;Киев
Renault Duster 2020Life 1.6 MT (115 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1827046.html;15 494 $;419 700 грн;Киев
Renault Kangoo пасс. 2020Z.E.33 MT (60 л.с.) Maxi;https://auto.ria.com/newauto/auto-renault-kangoo-pass-1827008.html;28 917 $;783 300 грн;Киев
Renault Koleos 2020Zen 2.0D CVT (177 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-koleos-1826983.html;28 123 $;761 800 грн;Киев
Renault Sandero 2020Base 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1827030.html;8 819 $;238 900 грн;Киев
Renault Megane 2020Life New 1.5D МТ (110 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1826969.html;16 734 $;453 300 грн;Киев
Renault Dokker пасс. 2020Acces 1.6 МТ (84 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-pass-1826887.html;12 585 $;340 900 грн;Киев
Renault Dokker пасс. 2020Expression 1.5D МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-pass-1827013.html;15 844 $;429 200 грн;Киев
Renault Sandero 2020Life+ 0.9TCe 5MT (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1826958.html;11 773 $;318 900 грн;Киев
Renault Logan 2020Life+ New 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827044.html;11 787 $;319 300 грн;Киев
Renault Sandero 2020Life+ 0.9TCe 5РКП (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1826963.html;12 751 $;345 400 грн;Киев
Renault Dokker груз. 2020Authentique 1.5D MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-gruz-1827004.html;14 084 $;381 500 грн;Киев
Renault Megane 2020Intense New 1.2 AT (130 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1827145.html;22 574 $;611 500 грн;Киев
Renault Megane 2020Zen New 1.5D AТ (110 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1826971.html;19 259 $;521 700 грн;Киев
Renault Dokker пасс. 2020Acces 1.6 МТ (84 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-pass-1827074.html;13 692 $;370 900 грн;Киев
Renault Sandero 2020Life+ 0.9TCe 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1826902.html;10 495 $;284 300 грн;Киев
Renault Logan 2020Life+ New 0.9 AT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827027.html;11 843 $;320 800 грн;Киев
Renault Duster 2020Zen 1.5 D EDC (110 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1827059.html;20 533 $;556 200 грн;Киев
Renault Kadjar 2020Black Edition 1.5 DCi EDC6 (110 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1826981.html;26 454 $;716 600 грн;Киев
Renault Duster 2020Zen 1.5 D MT (110 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1827064.html;21 301 $;577 000 грн;Киев
Renault Kadjar 2020Black Edition 1.5 DCi EDC6 (110 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1827129.html;27 111 $;734 400 грн;Киев
Renault Kadjar 2020Intense 1.2 TCe EDC7 (130 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1827123.html;25 170 $;681 800 грн;Киев
Renault Duster 2020Life 1.6 MT (115 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1827049.html;17 687 $;479 100 грн;Киев
Renault Duster 2020Intense 1.5 D MT (110 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1826998.html;21 087 $;571 200 грн;Киев
Renault Koleos 2020Intense 2.0D CVT (177 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-koleos-1827119.html;33 291 $;901 800 грн;Киев
Renault Duster 2020Intense 1.5 D MT (110 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1827065.html;22 563 $;611 200 грн;Киев
Renault Duster 2020Intense 1.6 MT (115 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1827051.html;19 713 $;534 000 грн;Киев
Renault Lodgy 2020Intense 1.5D МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-lodgy-1827083.html;18 104 $;490 400 грн;Киев
Renault Duster 2020Life 1.5 D MT (110 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1827063.html;20 533 $;556 200 грн;Киев
Renault Logan 2020Life New 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826895.html;9 890 $;267 900 грн;Киев
Renault Dokker пасс. 2020Expression 1.6 МТ (84 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-pass-1827076.html;16 586 $;449 300 грн;Киев
Renault Megane 2020Life New 1.6 МТ (115 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1826937.html;15 058 $;407 900 грн;Киев
Renault Duster 2020Life 1.5 D MT (110 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1827054.html;18 344 $;496 900 грн;Киев
Renault Logan 2020Life+ New 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827106.html;11 440 $;309 900 грн;Киев
Renault Kadjar 2020Intense 1.6 DCi MT6 (130 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-kadjar-1827132.html;28 300 $;766 600 грн;Киев
Renault Sandero 2020Life+ 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1833831.html;12 027 $;325 800 грн;Киев
Renault Logan 2020Life+ New 1.5d MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826921.html;11 953 $;323 800 грн;Киев
Renault Kadjar 2020Intense 1.5 DCi EDC6 (110 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1827128.html;25 709 $;696 400 грн;Киев
Renault Duster 2020Intense 1.5 D EDC (110 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1827060.html;21 795 $;590 400 грн;Киев
Renault Logan 2020Life+ New 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1833827.html;12 389 $;335 600 грн;Киев
Renault Logan 2020Life+ New 0.9 AT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827112.html;12 950 $;350 800 грн;Киев
Renault Kadjar 2020Zen 1.2 TCe EDC7 (130 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1827122.html;22 471 $;608 700 грн;Киев
Renault Logan 2020Zen New 0.9 MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827109.html;12 515 $;339 000 грн;Киев
Renault Lodgy 2020Life+ 1.5D МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-lodgy-1827081.html;16 239 $;439 900 грн;Киев
Renault Duster 2020Zen 1.5 D MT (110 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1827055.html;19 108 $;517 600 грн;Киев
Renault Logan 2020Zen New 0.9 TCe 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827094.html;13 969 $;378 400 грн;Киев
Renault Logan 2020Life+ New 0.9TCe 5РКП (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827098.html;14 405 $;390 200 грн;Киев
Renault Logan 2020Life+ New 0.9 TCe 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827093.html;13 423 $;363 600 грн;Киев
Renault Duster 2020Zen 1.6 MT (115 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1827050.html;18 451 $;499 800 грн;Киев
Renault Sandero 2019Zen 1.5DСi 5МТ (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1812996.html;13 807 $;374 000 грн;Запорожье
Renault Duster 2020Intense 1.5 D EDC (110 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1826995.html;20 319 $;550 400 грн;Киев
Renault Logan 2020Zen New 0.9 AT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827113.html;13 497 $;365 600 грн;Киев
Renault Kadjar 2020Intense 1.2 TCe EDC7 (130 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1826976.html;23 324 $;631 800 грн;Киев
Renault Sandero 2020Zen 0.9TCe 5MT (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1827159.html;13 423 $;363 600 грн;Киев
Renault Sandero 2020Zen 0.9TCe 5РКП (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1827162.html;14 405 $;390 200 грн;Киев
Renault Kadjar 2020Intense 1.5 DCi EDC6 (110 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1826979.html;23 863 $;646 400 грн;Киев
Renault Megane 2020Life New 1.5D МТ (110 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1827138.html;18 580 $;503 300 грн;Киев
Renault Lodgy 2020Zen 1.5D МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-lodgy-1827082.html;17 332 $;469 500 грн;Киев
Renault Duster 2020Zen 1.6 MT (115 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1827047.html;16 262 $;440 500 грн;Киев
Renault Koleos 2020Intense 2.0D CVT (177 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-koleos-1826984.html;30 707 $;831 800 грн;Киев
Renault Lodgy 2020Intense 1.5D МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-lodgy-1826985.html;16 627 $;450 400 грн;Киев
Renault Megane 2020Zen New 1.6 МТ (115 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1827135.html;18 082 $;489 800 грн;Киев
Renault Dokker пасс. 2020Expression 1.5D МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-pass-1827078.html;16 952 $;459 200 грн;Киев
Renault Kadjar 2020Zen 1.5 DCi MT6 (110 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1827125.html;21 928 $;594 000 грн;Киев
Renault Duster 2020Intense 1.6 MT (115 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1826990.html;18 237 $;494 000 грн;Киев
Renault Duster 2020Life 1.5 D EDC (110 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1827058.html;19 769 $;535 500 грн;Киев
Renault Logan 2020Life+ New 0.9 MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827108.html;11 968 $;324 200 грн;Киев
Renault Koleos 2020Life 2.0D CVT (177 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-koleos-1826912.html;28 828 $;780 900 грн;Киев
Renault Logan 2020Life+ New 1.5DCi 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827101.html;14 515 $;393 200 грн;Киев
Renault Duster 2020Zen 1.6 MT (115 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1826989.html;16 974 $;459 800 грн;Киев
Renault Logan 2020Life+ New 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827092.html;12 895 $;349 300 грн;Киев
Renault Logan 2020Zen New 0.9TCe 5РКП (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826900.html;13 844 $;375 000 грн;Киев
Renault Dokker пасс. 2020Authentique 1.6 МТ (84 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-pass-1827075.html;14 803 $;401 000 грн;Киев
Renault Kadjar 2020Intense 1.6 DCi MT6 (130 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-kadjar-1826982.html;25 266 $;684 400 грн;Киев
Renault Logan 2020Life+ New 1.5d MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827114.html;13 061 $;353 800 грн;Киев
Renault Sandero 2020Zen 1.5DСi 5МТ (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1827167.html;14 515 $;393 200 грн;Киев
Renault Logan 2020Zen New 1.5d MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827115.html;13 604 $;368 500 грн;Киев
Renault Sandero 2020Life+ 1.5DСi 5МТ (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1827166.html;13 969 $;378 400 грн;Киев
Renault Duster 2020Zen 1.5 D MT (110 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1826997.html;19 824 $;537 000 грн;Киев
Renault Koleos 2020Zen 2.0D CVT (177 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-koleos-1827118.html;30 707 $;831 800 грн;Киев
Renault Sandero 2020Zen 1.5DCi 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1827157.html;13 242 $;358 700 грн;Киев
Renault Logan 2020Zen New 0.9TCe 5РКП (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827099.html;14 951 $;405 000 грн;Киев
Renault Megane 2020Zen New 1.5D AТ (110 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1827141.html;21 105 $;571 700 грн;Киев
Renault Sandero 2020Life+ 0.9TCe 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1827151.html;11 603 $;314 300 грн;Киев
Renault Logan 2020Life New 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827105.html;10 997 $;297 900 грн;Киев
Renault Megane 2020Zen New 1.5D МТ (110 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1827139.html;19 769 $;535 500 грн;Киев
Renault Logan 2020Zen 0.9 MT (90 л.с.) StepWay;https://auto.ria.com/newauto/auto-renault-logan-1827095.html;15 243 $;412 900 грн;Киев
Renault Megane 2020Zen New 1.6 CVT (115 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1827137.html;19 075 $;516 700 грн;Киев
Renault Megane 2020Intense New 1.5D AТ (110 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1827142.html;22 626 $;612 900 грн;Киев
Renault Sandero 2020Life+ 0.9TCe 5MT (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1827158.html;12 880 $;348 900 грн;Киев
Renault Trafic пасс. 2020Combi 1.6D MT (140 л.с.) L2H1;https://auto.ria.com/newauto/auto-renault-trafic-pass-1827010.html;28 555 $;773 500 грн;Киев
Renault Logan 2020Zen New 1.5DCi 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826957.html;13 954 $;378 000 грн;Киев
Renault Logan 2020Zen New 0.9 AT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827028.html;12 389 $;335 600 грн;Киев
Renault Trafic пасс. 2020Combi 1.6D MT (140 л.с.) L2H1;https://auto.ria.com/newauto/auto-renault-trafic-pass-1826949.html;30 770 $;833 500 грн;Киев
Renault Sandero 2020Life+ 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1827149.html;11 075 $;300 000 грн;Киев
Renault Sandero 2020Life+ 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1833832.html;10 920 $;295 800 грн;Киев
Renault Kadjar 2020Life 1.2 TCe 6MT (130 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1827120.html;18 676 $;505 900 грн;Киев
Renault Duster 2020Zen 1.5 D EDC (110 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1826994.html;19 056 $;516 200 грн;Киев
Renault Sandero 2020Life+ 0.9TCe 5РКП (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1827161.html;13 858 $;375 400 грн;Киев
Renault Sandero 2020Life+ 1.5DCi 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1827156.html;12 696 $;343 900 грн;Киев
Renault Logan 2020Life+ New 0.9TCe 5РКП (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826896.html;13 297 $;360 200 грн;Киев
Renault Lodgy 2020Zen 1.5D МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-lodgy-1826951.html;15 856 $;429 500 грн;Киев
Renault Duster 2020Life 1.5 D MT (110 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1826996.html;19 056 $;516 200 грн;Киев
Renault Kangoo пасс. 2020Z.E.33 MT (60 л.с.) Maxi;https://auto.ria.com/newauto/auto-renault-kangoo-pass-1827086.html;31 132 $;843 300 грн;Киев
Renault Dokker пасс. 2020Authentique 1.5D МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-pass-1826909.html;15 479 $;419 300 грн;Киев
Renault Sandero 2020Zen 1.5DСi 5МТ (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1826967.html;13 408 $;363 200 грн;Киев
Renault Sandero 2020Life 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1827148.html;10 639 $;288 200 грн;Киев
Renault Logan 2020Zen New 0.9 TCe 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826894.html;12 862 $;348 400 грн;Киев
Renault Sandero 2020Zen 0.9TCe 5РКП (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1826964.html;13 297 $;360 200 грн;Киев
Renault Kadjar 2020Zen 1.5 DCi EDC6 (110 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1827127.html;23 010 $;623 300 грн;Киев
Renault Megane 2020Life New 1.6 МТ (115 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1827134.html;16 904 $;457 900 грн;Киев
Renault Megane 2020Intense New 1.2 AT (130 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1826973.html;20 729 $;561 500 грн;Киев
Renault Logan 2020Zen New 1.5DCi 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1827102.html;15 062 $;408 000 грн;Киев
Renault Megane 2020Zen New 1.5D МТ (110 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1826970.html;17 923 $;485 500 грн;Киев
Renault Megane 2020Intense New 1.5D AТ (110 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1826972.html;20 780 $;562 900 грн;Киев
Renault Trafic пасс. 2020Combi 1.6D MT (115 л.с.) L2H1;https://auto.ria.com/newauto/auto-renault-trafic-pass-1826948.html;29 312 $;794 000 грн;Киев
Renault Duster 2020Zen 1.5 D MT (110 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1826992.html;17 631 $;477 600 грн;Киев
Renault Kadjar 2020Zen 1.2 TCe EDC7 (130 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1826975.html;20 625 $;558 700 грн;Киев
Renault Koleos 2020Life 2.0D CVT (177 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-koleos-1826913.html;26 244 $;710 900 грн;Киев
Renault Sandero 2020Life 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1826893.html;9 532 $;258 200 грн;Киев
Renault Megane 2020Zen New 1.6 МТ (115 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1826939.html;16 236 $;439 800 грн;Киев
Renault Dokker пасс. 2020Authentique 1.6 МТ (84 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-pass-1826888.html;13 696 $;371 000 грн;Киев
Renault Logan 2020Zen 0.9 MT (90 л.с.) StepWay;https://auto.ria.com/newauto/auto-renault-logan-1826952.html;14 135 $;382 900 грн;Киев
Renault Sandero StepWay 2020Zen 1.5DСi 5МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-stepway-1834591.html;14 619 $;396 000 грн;Запорожье
Renault Duster 2020Life 1.5 D EDC (110 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1826993.html;18 292 $;495 500 грн;Киев
Renault Sandero 2020Base 1.0 MT (73 л.с.);https://auto.ria.com/newauto/auto-renault-sandero-1827147.html;9 927 $;268 900 грн;Киев
Renault Trafic пасс. 2020Combi 1.6D MT (115 л.с.) L2H1;https://auto.ria.com/newauto/auto-renault-trafic-pass-1827009.html;27 097 $;734 000 грн;Киев
Renault Duster 2020Zen 1.6 MT (115 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1826987.html;14 785 $;400 500 грн;Киев
Renault Lodgy 2020Life+ 1.5D МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-lodgy-1826950.html;14 763 $;399 900 грн;Киев
Renault Megane 2020Zen New 1.6 CVT (115 л.с.);https://auto.ria.com/newauto/auto-renault-megane-1826968.html;17 229 $;466 700 грн;Киев
Renault Duster 2020Life 1.5 D MT (110 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1826991.html;16 867 $;456 900 грн;Киев
Renault Logan 2020Zen 0.9 AT (90 л.с.) StepWay;https://auto.ria.com/newauto/auto-renault-logan-1826953.html;15 117 $;409 500 грн;Киев
Renault Duster 2020Base 1.6 MT (115 л.с.);https://auto.ria.com/newauto/auto-renault-duster-1827045.html;14 209 $;384 900 грн;Киев
Renault Dokker пасс. 2020Authentique 1.5D МТ (90 л.с.);https://auto.ria.com/newauto/auto-renault-dokker-pass-1827077.html;15 165 $;410 800 грн;Киев
Renault Duster 2020Life 1.6 MT (115 л.с.) AWD;https://auto.ria.com/newauto/auto-renault-duster-1826988.html;16 210 $;439 100 грн;Киев
Renault Sandero 2020Zen 0.9TCe 5MT (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1826959.html;12 315 $;333 600 грн;Киев
Renault Kadjar 2020Zen 1.5 DCi EDC6 (110 л.с.);https://auto.ria.com/newauto/auto-renault-kadjar-1826978.html;21 164 $;573 300 грн;Киев
Renault Logan 2020Life+ New 1.5DCi 5MT (90 л.с.);https://auto.ria.com/newauto/auto-renault-logan-1826956.html;13 408 $;363 200 грн;Киев
Renault Logan 2020Zen 0.9 AT (90 л.с.) StepWay;https://auto.ria.com/newauto/auto-renault-logan-1827100.html;16 225 $;439 500 грн;Киев
Renault Sandero 2020Life+ 1.5DСi 5МТ (90 л.с.) Stepway;https://auto.ria.com/newauto/auto-renault-sandero-1826966.html;12 862 $;348 400 грн;Киев
